participant_id	biospecimen_id	paper_sample_id	context_key	U_number	n_files	synapse_id	verdict	evidence
HT242P1	HTA12_25_7	HT242P1H3-S1Fc1U1Z1B1_1	HT242P1H3-S1Fc1U#Z1B1_1	1	1	syn61462651	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT242P1	HTA12_25_8	HT242P1H4-S1Fc1U1Z1B1_1	HT242P1H4-S1Fc1U#Z1B1_1	1	1	syn51201477	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT242P1	HTA12_25_8	HT242P1H4-S1Fc1U1Z1B1_1	HT242P1H4-S1Fc1U#Z1B1_1	1	1	syn51201484	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT242P1	HTA12_25_8	HT242P1H4-S1Fc1U1Z1B1_1	HT242P1H4-S1Fc1U#Z1B1_1	1	1	syn51201520	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT242P1	HTA12_25_8	HT242P1H4-S1Fc1U1Z1B1_1	HT242P1H4-S1Fc1U#Z1B1_1	1	1	syn51203251	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT242P1	HTA12_25_8	HT242P1H4-S1Fc1U1Z1B1_1	HT242P1H4-S1Fc1U#Z1B1_1	1	1	syn51283206	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT242P1	HTA12_25_8	HT242P1H4-S1Fc1U1Z1B1_1	HT242P1H4-S1Fc1U#Z1B1_1	1	1	syn51283234	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT242P1	HTA12_25_8	HT242P1H4-S1Fc1U1Z1B1_1	HT242P1H4-S1Fc1U#Z1B1_1	1	1	syn51283249	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT242P1	HTA12_25_8	HT242P1H4-S1Fc1U1Z1B1_1	HT242P1H4-S1Fc1U#Z1B1_1	1	1	syn61462682	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_5	HT259P1-S1H1Fc2U1Z1Bs1-1	HT259P1-S1H1Fc2U#Z1Bs1-1	1	1	syn51201483	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_5	HT259P1-S1H1Fc2U1Z1Bs1-1	HT259P1-S1H1Fc2U#Z1Bs1-1	1	1	syn51201508	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_5	HT259P1-S1H1Fc2U1Z1Bs1-1	HT259P1-S1H1Fc2U#Z1Bs1-1	1	1	syn51201518	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_5	HT259P1-S1H1Fc2U1Z1Bs1-1	HT259P1-S1H1Fc2U#Z1Bs1-1	1	1	syn51203257	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_5	HT259P1-S1H1Fc2U1Z1Bs1-1	HT259P1-S1H1Fc2U#Z1Bs1-1	1	1	syn51283213	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_5	HT259P1-S1H1Fc2U1Z1Bs1-1	HT259P1-S1H1Fc2U#Z1Bs1-1	1	1	syn51283236	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_5	HT259P1-S1H1Fc2U1Z1Bs1-1	HT259P1-S1H1Fc2U#Z1Bs1-1	1	1	syn51283250	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_5	HT259P1-S1H1Fc2U1Z1Bs1-1	HT259P1-S1H1Fc2U#Z1Bs1-1	1	1	syn61462722	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_6	HT259P1-S1H2Fc2U1Z1Bs1-1	HT259P1-S1H2Fc2U#Z1Bs1-1	1	1	syn51201491	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_6	HT259P1-S1H2Fc2U1Z1Bs1-1	HT259P1-S1H2Fc2U#Z1Bs1-1	1	1	syn51201506	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_6	HT259P1-S1H2Fc2U1Z1Bs1-1	HT259P1-S1H2Fc2U#Z1Bs1-1	1	1	syn51201510	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_6	HT259P1-S1H2Fc2U1Z1Bs1-1	HT259P1-S1H2Fc2U#Z1Bs1-1	1	1	syn51203261	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_6	HT259P1-S1H2Fc2U1Z1Bs1-1	HT259P1-S1H2Fc2U#Z1Bs1-1	1	1	syn51283211	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_6	HT259P1-S1H2Fc2U1Z1Bs1-1	HT259P1-S1H2Fc2U#Z1Bs1-1	1	1	syn51283235	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_6	HT259P1-S1H2Fc2U1Z1Bs1-1	HT259P1-S1H2Fc2U#Z1Bs1-1	1	1	syn51283251	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT259P1	HTA12_26_6	HT259P1-S1H2Fc2U1Z1Bs1-1	HT259P1-S1H2Fc2U#Z1Bs1-1	1	1	syn61462736	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_5	HT264P1-S1H2Fc2U1Z1Bs1-H2Bs2-Test	HT264P1-S1H2Fc2U#Z1Bs1-H2Bs2-Test	1	1	syn51201495	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_5	HT264P1-S1H2Fc2U1Z1Bs1-H2Bs2-Test	HT264P1-S1H2Fc2U#Z1Bs1-H2Bs2-Test	1	1	syn51201507	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_5	HT264P1-S1H2Fc2U1Z1Bs1-H2Bs2-Test	HT264P1-S1H2Fc2U#Z1Bs1-H2Bs2-Test	1	1	syn51201513	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_5	HT264P1-S1H2Fc2U1Z1Bs1-H2Bs2-Test	HT264P1-S1H2Fc2U#Z1Bs1-H2Bs2-Test	1	1	syn51203285	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_5	HT264P1-S1H2Fc2U1Z1Bs1-H2Bs2-Test	HT264P1-S1H2Fc2U#Z1Bs1-H2Bs2-Test	1	1	syn51283214	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_5	HT264P1-S1H2Fc2U1Z1Bs1-H2Bs2-Test	HT264P1-S1H2Fc2U#Z1Bs1-H2Bs2-Test	1	1	syn51283237	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_5	HT264P1-S1H2Fc2U1Z1Bs1-H2Bs2-Test	HT264P1-S1H2Fc2U#Z1Bs1-H2Bs2-Test	1	1	syn51283252	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_5	HT264P1-S1H2Fc2U1Z1Bs1-H2Bs2-Test	HT264P1-S1H2Fc2U#Z1Bs1-H2Bs2-Test	1	1	syn61462681	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_6	HT264P1-S1H2Fs1U1Bp1	HT264P1-S1H2Fs1U#Bp1	1	1	syn61462008	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_6	HT264P1-S1H2Fs1U1Bp1	HT264P1-S1H2Fs1U#Bp1	1	1	syn61462064	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_6	HT264P1-S1H2Fs1U1Bp1	HT264P1-S1H2Fs1U#Bp1	1	1	syn61462132	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_6	HT264P1-S1H2Fs1U1Bp1	HT264P1-S1H2Fs1U#Bp1	1	1	syn61462178	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_6	HT264P1-S1H2Fs1U1Bp1	HT264P1-S1H2Fs1U#Bp1	1	1	syn61462299	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_6	HT264P1-S1H2Fs1U1Bp1	HT264P1-S1H2Fs1U#Bp1	1	1	syn61462316	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_6	HT264P1-S1H2Fs1U1Bp1	HT264P1-S1H2Fs1U#Bp1	1	1	syn61462683	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT264P1	HTA12_27_6	HT264P1-S1H2Fs1U1Bp1	HT264P1-S1H2Fs1U#Bp1	1	1	syn61465464	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_8	HT308B1-S1H1Fc2U1Z1Bs1	HT308B1-S1H1Fc2U#Z1Bs1	1	1	syn53215090	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_8	HT308B1-S1H1Fc2U1Z1Bs1	HT308B1-S1H1Fc2U#Z1Bs1	1	1	syn53215105	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_8	HT308B1-S1H1Fc2U1Z1Bs1	HT308B1-S1H1Fc2U#Z1Bs1	1	1	syn53215110	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_8	HT308B1-S1H1Fc2U1Z1Bs1	HT308B1-S1H1Fc2U#Z1Bs1	1	1	syn53215206	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_8	HT308B1-S1H1Fc2U1Z1Bs1	HT308B1-S1H1Fc2U#Z1Bs1	1	1	syn53215223	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_8	HT308B1-S1H1Fc2U1Z1Bs1	HT308B1-S1H1Fc2U#Z1Bs1	1	1	syn53215265	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_8	HT308B1-S1H1Fc2U1Z1Bs1	HT308B1-S1H1Fc2U#Z1Bs1	1	1	syn53215852	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_8	HT308B1-S1H1Fc2U1Z1Bs1	HT308B1-S1H1Fc2U#Z1Bs1	1	1	syn61462635	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_10	HT308B1-S1H4Fc2U1Z1Bs1	HT308B1-S1H4Fc2U#Z1Bs1	1	1	syn53215136	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_10	HT308B1-S1H4Fc2U1Z1Bs1	HT308B1-S1H4Fc2U#Z1Bs1	1	1	syn53215144	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_10	HT308B1-S1H4Fc2U1Z1Bs1	HT308B1-S1H4Fc2U#Z1Bs1	1	1	syn53215145	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_10	HT308B1-S1H4Fc2U1Z1Bs1	HT308B1-S1H4Fc2U#Z1Bs1	1	1	syn53215167	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_10	HT308B1-S1H4Fc2U1Z1Bs1	HT308B1-S1H4Fc2U#Z1Bs1	1	1	syn53215168	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_10	HT308B1-S1H4Fc2U1Z1Bs1	HT308B1-S1H4Fc2U#Z1Bs1	1	1	syn53215190	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_10	HT308B1-S1H4Fc2U1Z1Bs1	HT308B1-S1H4Fc2U#Z1Bs1	1	1	syn53215861	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_10	HT308B1-S1H4Fc2U1Z1Bs1	HT308B1-S1H4Fc2U#Z1Bs1	1	1	syn61462638	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_12	HT308B1-S1H5Fc2U1Z1Bs1	HT308B1-S1H5Fc2U#Z1Bs1	1	1	syn53215106	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
HT308B1	HTA12_248_12	HT308B1-S1H5Fc2U1Z1Bs1	HT308B1-S1H5Fc2U#Z1Bs1	1	1	syn53215116	REJECT_DIFFERENT_BLOCK	all-U1 pattern across differing H-tokens; each U1 heads its own block (cf. Mo serial pattern: constant context + varying U)
