candidate_group_id	left_record_id	right_record_id	relation_type	evidence_grade	resolution	leakage_group_id	canonical_source_url	left_raw_patient	left_raw_subseries	notes
URL::0653e3ff71bc5cd7	HEST::TENX169	TENX::Visium_HD_Human_Lung_Cancer_HD_Only_Experiment1	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::198be741a13be4ad	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 1, post-Xenium v1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX169	TENX::Visium_HD_Human_Lung_Cancer_HD_Only_Experiment2	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 1, post-Xenium v1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX169	TENX::Visium_HD_Human_Lung_Cancer_post_Xenium_Prime_5K_Experiment2	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 1, post-Xenium v1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX169	TENX::Visium_HD_Human_Lung_Cancer_post_Xenium_v1_Experiment1	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::198be741a13be4ad	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 1, post-Xenium v1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX170	TENX::Visium_HD_Human_Lung_Cancer_HD_Only_Experiment1	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 2, HD only (control)	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX170	TENX::Visium_HD_Human_Lung_Cancer_HD_Only_Experiment2	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::2c4f0f78f84f4a89	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 2, HD only (control)	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX170	TENX::Visium_HD_Human_Lung_Cancer_post_Xenium_Prime_5K_Experiment2	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::2c4f0f78f84f4a89	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 2, HD only (control)	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX170	TENX::Visium_HD_Human_Lung_Cancer_post_Xenium_v1_Experiment1	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 2, HD only (control)	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX171	TENX::Visium_HD_Human_Lung_Cancer_HD_Only_Experiment1	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 2, post-Xenium Prime 5K	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX171	TENX::Visium_HD_Human_Lung_Cancer_HD_Only_Experiment2	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::2c4f0f78f84f4a89	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 2, post-Xenium Prime 5K	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX171	TENX::Visium_HD_Human_Lung_Cancer_post_Xenium_Prime_5K_Experiment2	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::2c4f0f78f84f4a89	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 2, post-Xenium Prime 5K	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0653e3ff71bc5cd7	HEST::TENX171	TENX::Visium_HD_Human_Lung_Cancer_post_Xenium_v1_Experiment1	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt		Experiment 2, post-Xenium Prime 5K	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0ab6878ee6848db5	HEST::TENX116	TENX::Xenium_V1_hPancreas_Cancer_Add_on_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::93625e551eb18ba6	10xgenomics.com/datasets/pancreatic-cancer-with-xenium-human-multi-tissue-and-cancer-panel-1-standard	patient 2		Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::0ce982b81d545546	HEST::TENX70	TENX::CytAssist_11mm_FFPE_Human_Colorectal_Cancer	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::9ba1b149cbaf7eec	10xgenomics.com/datasets/human-colorectal-cancer-11-mm-capture-area-ffpe-2-standard			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::1df0c5d152ab35f6	HEST::TENX98	TENX::Xenium_V1_FFPE_Human_Breast_IDC_Big_1	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::340b2671bc0a2b32	10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard	patient 1	Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::1df0c5d152ab35f6	HEST::TENX98	TENX::Xenium_V1_FFPE_Human_Breast_IDC_Big_2	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::340b2671bc0a2b32	10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard	patient 1	Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::1df0c5d152ab35f6	HEST::TENX99	TENX::Xenium_V1_FFPE_Human_Breast_IDC_Big_1	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::340b2671bc0a2b32	10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard	patient 1	Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::1df0c5d152ab35f6	HEST::TENX99	TENX::Xenium_V1_FFPE_Human_Breast_IDC_Big_2	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::340b2671bc0a2b32	10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard	patient 1	Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::30360f67e29dbf95	HEST::TENX139	TENX::Xenium_V1_Human_Colorectal_Cancer_Addon_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::930843441157e41b	10xgenomics.com/datasets/ffpe-human-colorectal-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::34f97dce4a5e9155	HEST::TENX128	TENX::Visium_HD_Human_Colon_Cancer__3.0.0	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::c10e6ed28511ab0d	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-human-crc			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::38a5a882721ae8ab	HEST::TENX94	TENX::Xenium_V1_FFPE_Human_Breast_IDC	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/ffpe-human-breast-with-pre-designed-panel-1-standard	patient 3	Tissue sample 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::38a5a882721ae8ab	HEST::TENX94	TENX::Xenium_V1_FFPE_Human_Breast_ILC	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::cfa16cf8f973e788	10xgenomics.com/datasets/ffpe-human-breast-with-pre-designed-panel-1-standard	patient 3	Tissue sample 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::38a5a882721ae8ab	HEST::TENX95	TENX::Xenium_V1_FFPE_Human_Breast_IDC	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::0c7d70c4a26c8386	10xgenomics.com/datasets/ffpe-human-breast-with-pre-designed-panel-1-standard	patient 2	Tissue sample 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::38a5a882721ae8ab	HEST::TENX95	TENX::Xenium_V1_FFPE_Human_Breast_ILC	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/ffpe-human-breast-with-pre-designed-panel-1-standard	patient 2	Tissue sample 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX89	TENX::CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Control, Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX89	TENX::CytAssist_FFPE_Human_Colon_Post_Xenium_Rep2	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::1cf49c017d26042e	10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Control, Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX89	TENX::CytAssist_FFPE_Human_Colon_Rep1	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Control, Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX89	TENX::CytAssist_FFPE_Human_Colon_Rep2	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::1cf49c017d26042e	10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Control, Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX90	TENX::CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::f38083586889f4a0	10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Control, Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX90	TENX::CytAssist_FFPE_Human_Colon_Post_Xenium_Rep2	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Control, Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX90	TENX::CytAssist_FFPE_Human_Colon_Rep1	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::f38083586889f4a0	10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Control, Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX90	TENX::CytAssist_FFPE_Human_Colon_Rep2	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Control, Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX91	TENX::CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Post-Xenium, Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX91	TENX::CytAssist_FFPE_Human_Colon_Post_Xenium_Rep2	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::1cf49c017d26042e	10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Post-Xenium, Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX91	TENX::CytAssist_FFPE_Human_Colon_Rep1	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Post-Xenium, Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX91	TENX::CytAssist_FFPE_Human_Colon_Rep2	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::1cf49c017d26042e	10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Post-Xenium, Replicate 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX92	TENX::CytAssist_FFPE_Human_Colon_Post_Xenium_Rep1	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::f38083586889f4a0	10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Post-Xenium, Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX92	TENX::CytAssist_FFPE_Human_Colon_Post_Xenium_Rep2	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Post-Xenium, Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX92	TENX::CytAssist_FFPE_Human_Colon_Rep1	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::f38083586889f4a0	10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Post-Xenium, Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3b2876c3965b4ead	HEST::TENX92	TENX::CytAssist_FFPE_Human_Colon_Rep2	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard		Post-Xenium, Replicate 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::3fe92c969c7bb765	HEST::TENX115	TENX::Xenium_V1_hSkin_Melanoma_Base_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::4c871120d8e6460c	10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-1-standard	patient 2		Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::46c68d100fd11dfc	HEST::TENX117	TENX::Xeniumranger_V1_hSkin_Melanoma_Add_on_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::74fa60a6d7c3890e	10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-add-on-1-standard	patient 1		Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::4b8bd906bd372aac	HEST::TENX142	TENX::Xenium_V1_Human_Ovarian_Cancer_Addon_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::0d488fb993280ab4	10xgenomics.com/datasets/ffpe-human-ovarian-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::4d76489d41c13663	HEST::TENX68	TENX::CytAssist_Fresh_Frozen_Human_Breast_Cancer	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::39fcf3b5ec0aa138	10xgenomics.com/datasets/fresh-frozen-visium-on-cytassist-human-breast-cancer-probe-based-whole-transcriptome-profiling-2-standard			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::5cc3acf4973a23bc	HEST::TENX157	TENX::Xenium_Prime_Human_Prostate_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::a7915469f5f306d1	10xgenomics.com/datasets/xenium-prime-ffpe-human-prostate			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::6ebf6b49939eace7	HEST::TENX105	TENX::Xenium_V1_hKidney_cancer_section	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::c6418483a550873b	10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard		Kidney Cancer (PRCC)	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::6ebf6b49939eace7	HEST::TENX106	TENX::Xenium_V1_hKidney_cancer_section	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard		Non-diseased Kidney	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::77f943e5664189dd	HEST::TENX189	TENX::Xenium_Prime_Human_Lung_Cancer_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::86f8b86cf99c5326	10xgenomics.com/datasets/xenium-human-lung-cancer-post-xenium-technote		Experiment 2, Xenium Prime 5K	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::77f943e5664189dd	HEST::TENX189	TENX::Xenium_V1_Human_Lung_Cancer_FFPE	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/xenium-human-lung-cancer-post-xenium-technote		Experiment 2, Xenium Prime 5K	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::77f943e5664189dd	HEST::TENX190	TENX::Xenium_Prime_Human_Lung_Cancer_FFPE	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/xenium-human-lung-cancer-post-xenium-technote		Experiment 1, Xenium v1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::77f943e5664189dd	HEST::TENX190	TENX::Xenium_V1_Human_Lung_Cancer_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::50e342461c4115e3	10xgenomics.com/datasets/xenium-human-lung-cancer-post-xenium-technote		Experiment 1, Xenium v1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::7a6e2a64f9c3684a	HEST::TENX188	TENX::Xenium_Prime_Cervical_Cancer_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::c04faa8efc933285	10xgenomics.com/datasets/xenium-prime-ffpe-human-cervical-cancer			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::7fd0f6a53f328e5b	HEST::TENX120	TENX::Xenium_V1_hLiver_cancer_section_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::9742c930e73efccf	10xgenomics.com/datasets/human-liver-data-xenium-human-multi-tissue-and-cancer-panel-1-standard		liver cancer	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::7fd0f6a53f328e5b	HEST::TENX121	TENX::Xenium_V1_hLiver_cancer_section_FFPE	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/human-liver-data-xenium-human-multi-tissue-and-cancer-panel-1-standard		nondiseased	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::814f3eecaa2d8c69	HEST::TENX111	TENX::Xenium_V1_hColon_Cancer_Add_on_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::47457340f2b4350f	10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard		Cancer, pre-designed + add-on panel	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::814f3eecaa2d8c69	HEST::TENX111	TENX::Xenium_V1_hColon_Cancer_Base_FFPE	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::47457340f2b4350f	10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard		Cancer, pre-designed + add-on panel	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::814f3eecaa2d8c69	HEST::TENX114	TENX::Xenium_V1_hColon_Cancer_Add_on_FFPE	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard		Non-diseased, pre-designed panel	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::814f3eecaa2d8c69	HEST::TENX114	TENX::Xenium_V1_hColon_Cancer_Base_FFPE	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard		Non-diseased, pre-designed panel	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::8a7dd362dacf7c53	HEST::TENX182	TENX::Visium_HD_3prime_Human_Ovarian_Cancer_FF	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::4df29036fb749ca6	10xgenomics.com/datasets/visium-hd-three-prime-ovarian-cancer-discovery-fresh-frozen		Deep sequencing	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::8a7dd362dacf7c53	HEST::TENX182	TENX::Visium_HD_3prime_Human_Ovarian_Cancer_FF_Min_Depth	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::4df29036fb749ca6	10xgenomics.com/datasets/visium-hd-three-prime-ovarian-cancer-discovery-fresh-frozen		Deep sequencing	Exact bundled source-page match; physical sample identity still requires sample-level metadata
