physical_unit_id	logical_unit_id	patient_id	block_id	leakage_group_id	primary_role	outer_fold	matrix_locator	coordinate_locator	matrix_kind	read_authorization	count_key
HTAN::8270_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::283e577e68cd34cf	HTAN_VANDERBILT_CRC::BLOCK::14d93cda2705ed02	LINEAGE::HTAN_VANDERBILT_CRC	training	training::82f113bab8c7	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8270_AS_1_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8899_AS_7_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::286667cab598bb4a	HTAN_VANDERBILT_CRC::BLOCK::ffe26a50e15987f9	LINEAGE::HTAN_VANDERBILT_CRC	training	training::c7a49392aa48	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8899_AS_7_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8899_AS_8_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::286667cab598bb4a	HTAN_VANDERBILT_CRC::BLOCK::ffe26a50e15987f9	LINEAGE::HTAN_VANDERBILT_CRC	training	training::c7a49392aa48	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8899_AS_8_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7794_AS_3_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::306c7a068bf4965f	HTAN_VANDERBILT_CRC::BLOCK::c4a27621ce00a66e	LINEAGE::HTAN_VANDERBILT_CRC	training	training::2216f913f42c	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7794_AS_3_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8578_AS_3_filtered_trimmed_WD84221.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::306c7a068bf4965f	HTAN_VANDERBILT_CRC::BLOCK::c4a27621ce00a66e	LINEAGE::HTAN_VANDERBILT_CRC	training	training::2216f913f42c	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8578_AS_3_filtered_trimmed_WD84221.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8578_AS_4_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::3e050f81f3d36d48	HTAN_VANDERBILT_CRC::BLOCK::550b83604599573d	LINEAGE::HTAN_VANDERBILT_CRC	training	training::695dfccc8f85	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8578_AS_4_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7319_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::42db69b0c0fe9511	HTAN_VANDERBILT_CRC::BLOCK::9ef322c74b6af968	LINEAGE::HTAN_VANDERBILT_CRC	training	training::9848b30194aa	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7319_AS_2_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8270_AS_8_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::46cd4bcce25745d5	HTAN_VANDERBILT_CRC::BLOCK::c17a41778d9af602	LINEAGE::HTAN_VANDERBILT_CRC	training	training::5c348bcdbde8	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8270_AS_8_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8578_AS_3_filtered_trimmed_WD84596.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::46cd4bcce25745d5	HTAN_VANDERBILT_CRC::BLOCK::c17a41778d9af602	LINEAGE::HTAN_VANDERBILT_CRC	training	training::5c348bcdbde8	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8578_AS_3_filtered_trimmed_WD84596.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::6723_KL_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::4aa571d63ab1aa20	HTAN_VANDERBILT_CRC::BLOCK::c92024d67e7094bc	LINEAGE::HTAN_VANDERBILT_CRC	training	training::293e59058f7e	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/6723_KL_1_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::6723_KL_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::4aa571d63ab1aa20	HTAN_VANDERBILT_CRC::BLOCK::c92024d67e7094bc	LINEAGE::HTAN_VANDERBILT_CRC	training	training::293e59058f7e	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/6723_KL_2_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::6723_KL_3_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::4aa571d63ab1aa20	HTAN_VANDERBILT_CRC::BLOCK::c92024d67e7094bc	LINEAGE::HTAN_VANDERBILT_CRC	training	training::293e59058f7e	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/6723_KL_3_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::6723_KL_4_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::4aa571d63ab1aa20	HTAN_VANDERBILT_CRC::BLOCK::a84ce559e0584928	LINEAGE::HTAN_VANDERBILT_CRC	training	training::293e59058f7e	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/6723_KL_4_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8270_AS_11_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::4f81822a6f2ecd63	HTAN_VANDERBILT_CRC::BLOCK::51bf8363c2cdb494	LINEAGE::HTAN_VANDERBILT_CRC	training	training::890243afe9cc	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8270_AS_11_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8270_AS_12_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::4f81822a6f2ecd63	HTAN_VANDERBILT_CRC::BLOCK::51bf8363c2cdb494	LINEAGE::HTAN_VANDERBILT_CRC	training	training::890243afe9cc	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8270_AS_12_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8578_AS_2_filtered_trimmed_WD84216.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::4f81822a6f2ecd63	HTAN_VANDERBILT_CRC::BLOCK::51bf8363c2cdb494	LINEAGE::HTAN_VANDERBILT_CRC	training	training::890243afe9cc	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8578_AS_2_filtered_trimmed_WD84216.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8899_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::51764d2ec560e464	HTAN_VANDERBILT_CRC::BLOCK::eb8e70c123c1bb62	LINEAGE::HTAN_VANDERBILT_CRC	training	training::e86fd573e0e2	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8899_AS_1_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8899_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::51764d2ec560e464	HTAN_VANDERBILT_CRC::BLOCK::eb8e70c123c1bb62	LINEAGE::HTAN_VANDERBILT_CRC	training	training::e86fd573e0e2	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8899_AS_2_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7794_AS_2_filtered_trimmed_WD33475.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::5a3d3a5b1d783fe6	HTAN_VANDERBILT_CRC::BLOCK::43dd815b592dfeff	LINEAGE::HTAN_VANDERBILT_CRC	training	training::c63fff11a13a	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7794_AS_2_filtered_trimmed_WD33475.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7319_AS_3_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::6aea40a35e6c4335	HTAN_VANDERBILT_CRC::BLOCK::7bf1b82385881727	LINEAGE::HTAN_VANDERBILT_CRC	training	training::f51884e7a818	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7319_AS_3_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7003_AS_3_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::7032fa6644896b13	HTAN_VANDERBILT_CRC::BLOCK::32a452c0ae678140	LINEAGE::HTAN_VANDERBILT_CRC	training	training::f12790e2b038	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7003_AS_3_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7003_AS_4_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::7032fa6644896b13	HTAN_VANDERBILT_CRC::BLOCK::32a452c0ae678140	LINEAGE::HTAN_VANDERBILT_CRC	training	training::f12790e2b038	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7003_AS_4_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8578_AS_1_filtered_trimmed_WD33474.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::772733d53add12a2	HTAN_VANDERBILT_CRC::BLOCK::d3c6372bfbb17eda	LINEAGE::HTAN_VANDERBILT_CRC	training	training::7b8a9915d61a	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8578_AS_1_filtered_trimmed_WD33474.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8578_AS_1_filtered_trimmed_WD33469.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::82a1eb08b47e14fe	HTAN_VANDERBILT_CRC::BLOCK::61d4e4640994b028	LINEAGE::HTAN_VANDERBILT_CRC	training	training::620404f959d1	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8578_AS_1_filtered_trimmed_WD33469.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8270_AS_3_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::8abcbad99198901e	HTAN_VANDERBILT_CRC::BLOCK::6e612a7ae67a3a0e	LINEAGE::HTAN_VANDERBILT_CRC	training	training::39bca19c92c6	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8270_AS_3_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8270_AS_6_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::8d0d8f21b233f35b	HTAN_VANDERBILT_CRC::BLOCK::4ec98b1efd1d21fc	LINEAGE::HTAN_VANDERBILT_CRC	training	training::54e32979428f	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8270_AS_6_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8270_AS_7_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::8d0d8f21b233f35b	HTAN_VANDERBILT_CRC::BLOCK::4ec98b1efd1d21fc	LINEAGE::HTAN_VANDERBILT_CRC	training	training::54e32979428f	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8270_AS_7_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7794_AS_1_filtered_trimmed_WD33476.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::94567531ae08aa59	HTAN_VANDERBILT_CRC::BLOCK::0f9098457bbf2b3e	LINEAGE::HTAN_VANDERBILT_CRC	training	training::f4202db577db	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7794_AS_1_filtered_trimmed_WD33476.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7794_AS_1_filtered_trimmed_WD33479.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::9af051af377d9c81	HTAN_VANDERBILT_CRC::BLOCK::596b3a82b1f78d7c	LINEAGE::HTAN_VANDERBILT_CRC	training	training::bc073b293d95	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7794_AS_1_filtered_trimmed_WD33479.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8899_AS_5_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::a29ba9b1cd4cf508	HTAN_VANDERBILT_CRC::BLOCK::82a08620f0e78dfd	LINEAGE::HTAN_VANDERBILT_CRC	training	training::5ebc7da6e358	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8899_AS_5_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8899_AS_6_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::a29ba9b1cd4cf508	HTAN_VANDERBILT_CRC::BLOCK::82a08620f0e78dfd	LINEAGE::HTAN_VANDERBILT_CRC	training	training::5ebc7da6e358	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8899_AS_6_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8270_AS_5_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::b279c0a0ecf76890	HTAN_VANDERBILT_CRC::BLOCK::2b02e347e714b565	LINEAGE::HTAN_VANDERBILT_CRC	training	training::2865689ab84c	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8270_AS_5_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7794_AS_2_filtered_trimmed_WD33468.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::bbd41350b0c0bd3c	HTAN_VANDERBILT_CRC::BLOCK::c364d86a00f53bc0	LINEAGE::HTAN_VANDERBILT_CRC	training	training::b5d2f48e8c76	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7794_AS_2_filtered_trimmed_WD33468.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7319_AS_4_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::c0b1b19d533645cb	HTAN_VANDERBILT_CRC::BLOCK::c0c24611b234be9a	LINEAGE::HTAN_VANDERBILT_CRC	training	training::25ceabcf8e82	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7319_AS_4_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8899_AS_3_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::c591c5e150910f33	HTAN_VANDERBILT_CRC::BLOCK::0e325835a6eb2bfb	LINEAGE::HTAN_VANDERBILT_CRC	training	training::7d0637ad9f24	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8899_AS_3_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::8899_AS_4_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::c591c5e150910f33	HTAN_VANDERBILT_CRC::BLOCK::0e325835a6eb2bfb	LINEAGE::HTAN_VANDERBILT_CRC	training	training::7d0637ad9f24	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/8899_AS_4_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
HTAN::7003_AS_8_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC	HTAN_VANDERBILT_CRC::PATIENT::e52fa79982a9ecea	HTAN_VANDERBILT_CRC::BLOCK::8e43058fbef34f6e	LINEAGE::HTAN_VANDERBILT_CRC	training	training::9aa6894c87e5	/home/huyudi/013_spatial/data/other_sources/htan/HTAN_Vanderbilt_CRC_Visium_OSF_hftq2/7003_AS_8_filtered_trimmed.h5ad	IN_H5AD:obsm/spatial	h5ad_counts	HTAN_COUNTS_AND_COORDINATES	X
ST_CRC_CMS::SN048_A121573_Rep1	ST_CRC_CMS	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::adf912dea830	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN048_A121573_Rep1/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN048_A121573_Rep1_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN048_A121573_Rep2	ST_CRC_CMS	ST_CRC_CMS::PATIENT::01d49ea3852dbab9	ST_CRC_CMS::BLOCK::edb11912dd2fa88a	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::adf912dea830	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN048_A121573_Rep2/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN048_A121573_Rep2_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN048_A416371_Rep1	ST_CRC_CMS	ST_CRC_CMS::PATIENT::1ae41c966afe7f34	ST_CRC_CMS::BLOCK::39e7ce844422b4f4	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::a1c1b914c360	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN048_A416371_Rep1/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN048_A416371_Rep1_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
